SKU,Brand,Model,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
LTP02822,ASUS,Business Series,i5-12500H,16GB,512GB SSD,GTX 1650 4GB,15.6,FHD,1.9,macOS,Business Series,6.0,No,92000
LTP02823,HP,Ultrabook,i9-12900H,4GB,256GB SSD,MX550 2GB,13.3,HD,1.1,Windows 10,Ultrabook,9.5,No,74000
LTP02824,Samsung,Ultrabook,i5-12500H,8GB,256GB SSD,Integrated,14.0,HD,1.4,Linux,Ultrabook,8.7,No,58000
LTP02825,Acer,Notebook,Ryzen 7 5800H,16GB,256GB SSD,Integrated,14.0,FHD,2.1,Windows 11,Notebook,7.3,No,65000
LTP02826,Samsung,Notebook,Ryzen 5 5500U,32GB,512GB SSD,Integrated,14.0,FHD,1.8,macOS,Notebook,6.5,No,98000
LTP02827,Lenovo,Netbook,i3-1115G4,8GB,512GB HDD,MX550 2GB,11.6,HD,1.2,macOS,Netbook,6.1,No,29000
LTP02828,Infinix,Gaming Series,i9-12900H,32GB,1TB SSD,RTX 4060 8GB,15.6,FHD,2.6,Windows 10,Gaming Series,5.6,No,146000
LTP02829,Lenovo,Notebook,i3-1215U,8GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Notebook,8.7,No,45000
LTP02830,Avita,Notebook,Ryzen 7 5700U,8GB,1TB SSD,Integrated,15.6,QHD,1.9,macOS,Notebook,8.3,No,63000
LTP02831,ASUS,Business Series,Ryzen 9 5900HX,16GB,512GB SSD,MX550 2GB,15.6,QHD,1.9,Windows 10,Business Series,7.8,No,100000
LTP02832,MSI,Notebook,Ryzen 3 3250U,8GB,512GB SSD,Integrated,15.6,FHD,2.1,macOS,Notebook,8.3,No,59000
LTP02833,Lenovo,Ultrabook,Ryzen 5 5500U,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.1,Windows 10,Ultrabook,6.0,No,60000
LTP02834,Infinix,Ultrabook,Ryzen 7 5700U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.4,Windows 11,Ultrabook,5.2,No,63000
LTP02835,Apple,Notebook,Apple M1,8GB,1TB SSD,Integrated,15.6,Retina,2.1,macOS,Notebook,14.2,No,98000
LTP02836,Microsoft,Notebook,Ryzen 3 3250U,16GB,256GB SSD,Integrated,14.0,FHD,2.2,Windows 11,Notebook,9.0,No,81000
LTP02837,Avita,Notebook,Ryzen 9 5900HS,8GB,512GB SSD,Integrated,14.0,FHD,2.0,Linux,Notebook,5.4,No,56000
LTP02838,MSI,Gaming Series,i7-12700H,16GB,2TB SSD,RTX 3050 4GB,16.0,FHD,2.5,Windows 11,Gaming Series,3.3,No,132000
LTP02839,Microsoft,Ultrabook,i7-1255U,16GB,1TB SSD,Integrated,14.0,FHD,1.8,Linux,Ultrabook,9.7,No,116000
LTP02840,Avita,Gaming Series,Ryzen 9 5900HX,32GB,2TB SSD,RTX 3050 4GB,17.3,FHD,2.6,Windows 10,Gaming Series,4.6,Yes,136000
LTP02841,Realme,Ultrabook,i3-1115G4,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.2,macOS,Ultrabook,6.4,No,63000
LTP02842,Dell,Ultrabook,i5-1235U,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Windows 10,Ultrabook,5.2,No,63000
LTP02843,ASUS,Business Series,i5-1235U,16GB,1TB SSD,GTX 1650 4GB,14.0,4K,1.6,Linux,Business Series,9.6,No,116000
LTP02844,Samsung,Gaming Series,i9-12900H,16GB,2TB SSD,RTX 4050 6GB,17.3,FHD,2.4,Windows 11,Gaming Series,3.6,No,147000
LTP02845,Acer,Ultrabook,i5-11400H,4GB,256GB SSD,GTX 1650 4GB,13.3,HD,1.2,macOS,Ultrabook,8.6,No,54000
LTP02846,MSI,Business Series,Ryzen 5 5500U,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.2,Linux,Business Series,9.6,No,117000
LTP02847,Acer,Business Series,Ryzen 5 5500U,8GB,2TB SSD,MX550 2GB,15.6,FHD,1.6,Windows 10,Business Series,6.4,Yes,72000
LTP02848,Infinix,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.8,macOS,Gaming Series,6.0,No,124000
LTP02849,Microsoft,Business Series,Ryzen 5 5600H,32GB,1TB SSD,Integrated,14.0,FHD,2.0,macOS,Business Series,9.1,No,119000
LTP02850,Acer,Netbook,i3-1215U,8GB,512GB HDD,Integrated,11.6,HD,1.5,Windows 10,Netbook,8.1,No,25000
LTP02851,Acer,Gaming Series,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4050 6GB,17.3,FHD,2.1,Linux,Gaming Series,4.3,No,131000
LTP02852,ASUS,Notebook,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.6,Windows 11,Notebook,5.9,No,64000
LTP02853,HP,Ultrabook,Ryzen 5 5500U,32GB,1TB SSD,GTX 1650 4GB,13.3,HD,2.0,macOS,Ultrabook,9.6,No,95000
LTP02854,Microsoft,Notebook,Ryzen 7 5800H,16GB,256GB SSD,Integrated,15.6,FHD,2.2,Linux,Notebook,5.7,No,96000
LTP02855,Acer,Notebook,i9-12900H,8GB,1TB SSD,Integrated,14.0,FHD,1.5,macOS,Notebook,6.1,No,87000
LTP02856,HP,Gaming Series,Ryzen 7 5800H,32GB,2TB SSD,RTX 3070 8GB,16.0,FHD,2.4,Linux,Gaming Series,5.2,No,154000
LTP02857,Lenovo,Gaming Series,Ryzen 9 5900HX,32GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.2,Windows 10,Gaming Series,5.2,No,119000
LTP02858,Dell,Gaming Series,Ryzen 9 5900HX,32GB,2TB SSD,RTX 3070 8GB,17.3,FHD,2.7,Linux,Gaming Series,5.2,No,158000
LTP02859,ASUS,Ultrabook,i5-12500H,8GB,512GB SSD,MX550 2GB,13.3,FHD,1.3,Windows 11,Ultrabook,7.2,No,58000
LTP02860,HP,Ultrabook,Ryzen 9 5900HX,4GB,512GB SSD,Integrated,14.0,QHD,1.2,macOS,Ultrabook,6.9,No,68000
LTP02861,MSI,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,RTX 4050 6GB,15.6,QHD,2.6,Linux,Gaming Series,3.9,No,178000
LTP02862,Infinix,Gaming Series,Ryzen 9 5900HS,32GB,2TB SSD,RTX 3060 6GB,16.0,FHD,2.3,Windows 11,Gaming Series,5.1,No,130000
LTP02863,Realme,Notebook,Ryzen 3 3250U,16GB,256GB SSD,Integrated,15.6,FHD,1.6,Windows 11,Notebook,7.1,No,45000
LTP02864,Realme,Business Series,Ryzen 7 5700U,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,1.8,Linux,Business Series,9.6,No,104000
LTP02865,Apple,Ultrabook,Apple M1 Pro,16GB,512GB SSD,Integrated,13.3,Retina,1.7,macOS,Ultrabook,12.4,No,129000
LTP02866,Samsung,Notebook,Ryzen 3 3250U,16GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,8.4,No,65000
LTP02867,MSI,Gaming Series,i9-12900H,64GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.4,macOS,Gaming Series,4.9,No,252000
LTP02868,Lenovo,Notebook,i5-1235U,4GB,512GB SSD,Integrated,15.6,FHD,2.0,Windows 10,Notebook,7.0,No,46000
LTP02869,Apple,Ultrabook,Apple M1,8GB,1TB SSD,Integrated,13.3,Retina,1.6,macOS,Ultrabook,14.4,No,108000
LTP02870,Avita,Business Series,i3-1115G4,16GB,2TB SSD,Integrated,15.6,QHD,1.7,Windows 10,Business Series,8.3,No,82000
LTP02871,Avita,Notebook,Ryzen 5 5600H,16GB,256GB SSD,MX550 2GB,14.0,FHD,2.3,Linux,Notebook,6.7,No,52000
LTP02872,Lenovo,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4060 8GB,15.6,FHD,2.8,Windows 11,Gaming Series,4.4,No,121000
LTP02873,Samsung,Netbook,i3-1215U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.0,Windows 11,Netbook,6.3,No,40000
LTP02874,Samsung,Ultrabook,i5-11400H,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.0,Windows 10,Ultrabook,8.9,No,78000
LTP02875,Realme,Ultrabook,Ryzen 9 5900HS,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.3,macOS,Ultrabook,5.8,No,75000
LTP02876,HP,Ultrabook,i7-1255U,8GB,512GB SSD,Integrated,13.3,FHD,1.7,macOS,Ultrabook,6.1,No,61000
LTP02877,Realme,Netbook,i3-1115G4,4GB,512GB HDD,MX550 2GB,13.3,HD,1.1,macOS,Netbook,6.0,No,19000
LTP02878,Infinix,Notebook,Ryzen 9 5900HS,16GB,512GB SSD,Integrated,15.6,FHD,2.1,Windows 11,Notebook,8.7,No,59000
LTP02879,Avita,Netbook,i3-1215U,8GB,512GB HDD,Integrated,11.6,HD,1.1,DOS,Netbook,9.4,No,15000
LTP02880,Infinix,Notebook,i9-12900H,4GB,1TB SSD,MX550 2GB,15.6,FHD,1.8,Windows 10,Notebook,10.0,Yes,70000
LTP02881,MSI,Notebook,i5-1235U,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.2,Windows 10,Notebook,9.8,No,101000
LTP02882,Dell,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,GTX 1650 4GB,15.6,QHD,2.6,Windows 10,Gaming Series,4.4,No,132000
LTP02883,ASUS,Ultrabook,Ryzen 5 5500U,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.5,Windows 11,Ultrabook,7.2,No,58000
LTP02884,Apple,Notebook,Apple M1,8GB,256GB SSD,Integrated,15.6,Retina,2.0,macOS,Notebook,15.6,No,91000
LTP02885,Microsoft,Notebook,Ryzen 9 5900HS,16GB,1TB SSD,Integrated,14.0,FHD,1.6,Windows 10,Notebook,7.5,No,117000
LTP02886,MSI,Notebook,i5-1135G7,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Windows 11,Notebook,5.7,No,91000
LTP02887,Acer,Notebook,Ryzen 5 5500U,16GB,256GB SSD,MX550 2GB,15.6,FHD,2.0,Windows 10,Notebook,5.8,No,57000
LTP02888,Lenovo,Ultrabook,Ryzen 3 3250U,4GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.5,Linux,Ultrabook,9.3,No,52000
LTP02889,ASUS,Netbook,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.4,DOS,Netbook,8.6,No,30000
LTP02890,MSI,Ultrabook,i7-11800H,8GB,1TB SSD,MX550 2GB,13.3,FHD,1.2,Linux,Ultrabook,7.6,No,88000
LTP02891,HP,Business Series,Ryzen 5 5500U,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.2,Windows 10,Business Series,9.7,No,101000
LTP02892,Apple,Ultrabook,Apple M1,8GB,256GB SSD,Integrated,14.0,Retina,1.5,macOS,Ultrabook,15.0,No,90000
LTP02893,MSI,Notebook,i7-12700H,8GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Notebook,9.7,No,98000
LTP02894,Samsung,Notebook,Ryzen 7 5700U,32GB,1TB SSD,Integrated,14.0,HD,2.2,Windows 11,Notebook,8.5,No,97000
LTP02895,HP,Ultrabook,i5-1135G7,8GB,512GB SSD,Integrated,14.0,FHD,2.0,macOS,Ultrabook,5.3,No,51000
LTP02896,Acer,Notebook,i3-1115G4,8GB,512GB SSD,MX550 2GB,15.6,FHD,2.0,macOS,Notebook,7.1,No,43000
LTP02897,Realme,Ultrabook,i9-12900H,4GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Linux,Ultrabook,5.5,No,77000
LTP02898,Infinix,Notebook,Ryzen 7 5700U,16GB,1TB SSD,Integrated,15.6,FHD,2.1,macOS,Notebook,7.5,No,62000
LTP02899,Avita,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 3050 4GB,16.0,4K,2.2,Windows 10,Gaming Series,5.4,No,112000
LTP02900,MSI,Notebook,Ryzen 3 3250U,8GB,512GB SSD,MX550 2GB,15.6,FHD,2.0,Windows 11,Notebook,5.4,No,67000
LTP02901,Samsung,Netbook,i3-1215U,8GB,512GB HDD,Integrated,13.3,HD,1.2,Windows 10,Netbook,9.5,No,37000
LTP02902,Lenovo,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,RTX 4060 8GB,15.6,FHD,2.3,Windows 10,Gaming Series,3.3,No,140000
LTP02903,Apple,Notebook,Apple M1 Pro,16GB,256GB SSD,Integrated,15.6,Retina,1.7,macOS,Notebook,13.1,No,138000
LTP02904,Infinix,Gaming Series,i5-12500H,32GB,512GB SSD,RTX 3050 4GB,15.6,QHD,2.6,Windows 11,Gaming Series,4.0,No,122000
LTP02905,ASUS,Gaming Series,i9-12900H,64GB,2TB SSD,RTX 3060 6GB,15.6,FHD,2.8,Linux,Gaming Series,3.5,No,227000
LTP02906,Realme,Netbook,i3-1115G4,4GB,512GB HDD,MX550 2GB,13.3,HD,1.4,DOS,Netbook,6.6,No,18000
LTP02907,ASUS,Ultrabook,Ryzen 7 5700U,16GB,512GB SSD,Integrated,13.3,QHD,1.8,Windows 11,Ultrabook,7.1,No,79000
LTP02908,Samsung,Ultrabook,Ryzen 3 3250U,16GB,256GB SSD,Integrated,14.0,FHD,1.4,macOS,Ultrabook,5.2,No,60000
LTP02909,Lenovo,Business Series,i3-1115G4,32GB,2TB SSD,Integrated,14.0,FHD,1.6,Windows 10,Business Series,6.8,No,95000
LTP02910,Acer,Netbook,i3-1115G4,8GB,512GB HDD,MX550 2GB,13.3,HD,1.2,macOS,Netbook,7.3,No,31000
LTP02911,Infinix,Business Series,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.3,Windows 11,Business Series,8.4,No,70000
LTP02912,Infinix,Netbook,i3-1115G4,4GB,512GB HDD,Integrated,13.3,HD,1.2,DOS,Netbook,9.5,No,7000
LTP02913,Samsung,Gaming Series,i5-12500H,32GB,512GB SSD,GTX 1650 4GB,16.0,FHD,2.1,macOS,Gaming Series,3.4,No,119000
LTP02914,ASUS,Ultrabook,i3-1115G4,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.9,Windows 11,Ultrabook,7.8,No,65000
LTP02915,Infinix,Ultrabook,i7-11800H,8GB,512GB SSD,Integrated,14.0,FHD,1.6,Windows 10,Ultrabook,9.1,No,52000
LTP02916,Dell,Netbook,i3-1215U,8GB,256GB HDD,Integrated,11.6,HD,1.0,DOS,Netbook,8.1,No,30000
LTP02917,Dell,Business Series,Ryzen 9 5900HS,32GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,Linux,Business Series,8.8,No,109000
LTP02918,Dell,Netbook,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,HD,1.0,Linux,Netbook,8.8,No,37000
LTP02919,Realme,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.2,Windows 10,Gaming Series,4.5,No,125000
LTP02920,Samsung,Ultrabook,i3-1215U,8GB,256GB SSD,Integrated,14.0,HD,1.1,Windows 10,Ultrabook,7.3,No,49000
LTP02921,Realme,Notebook,Ryzen 5 5600H,16GB,256GB SSD,Integrated,14.0,HD,2.0,Linux,Notebook,8.1,No,45000
LTP02922,Avita,Notebook,i5-11400H,4GB,256GB SSD,MX550 2GB,15.6,FHD,1.7,Linux,Notebook,9.7,No,37000
LTP02923,Avita,Ultrabook,Ryzen 5 5600H,8GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.6,Windows 10,Ultrabook,8.7,No,57000
LTP02924,Microsoft,Business Series,i9-12900H,16GB,1TB SSD,Integrated,14.0,FHD,1.7,Linux,Business Series,6.6,No,136000
LTP02925,Samsung,Notebook,i9-12900H,4GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Windows 11,Notebook,9.4,No,92000
LTP02926,MSI,Netbook,i3-1115G4,8GB,512GB HDD,Integrated,13.3,HD,1.4,DOS,Netbook,8.8,Yes,48605
LTP02927,Infinix,Ultrabook,Ryzen 7 5700U,8GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.4,Linux,Ultrabook,8.7,Yes,55000
LTP02928,Samsung,Notebook,Ryzen 9 5900HS,16GB,512GB SSD,Integrated,14.0,FHD,1.5,Windows 10,Notebook,9.3,No,83000
LTP02929,HP,Ultrabook,i5-1235U,8GB,512GB SSD,Integrated,14.0,FHD,1.2,macOS,Ultrabook,7.2,No,59000
LTP02930,ASUS,Netbook,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.5,Linux,Netbook,8.3,No,30000
LTP02931,Avita,Ultrabook,i7-11800H,8GB,1TB SSD,MX550 2GB,14.0,HD,1.9,Linux,Ultrabook,8.3,No,63000
LTP02932,Samsung,Notebook,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.2,Windows 10,Notebook,6.7,No,61000
LTP02933,HP,Netbook,i3-1215U,8GB,512GB HDD,MX550 2GB,11.6,HD,1.4,macOS,Netbook,9.0,No,35000
LTP02934,Acer,Notebook,i5-1235U,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.6,Windows 11,Notebook,8.0,No,73000
LTP02935,Samsung,Notebook,Ryzen 5 5600H,8GB,256GB SSD,Integrated,15.6,HD,2.1,macOS,Notebook,6.4,No,50000
LTP02936,Acer,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.3,Windows 10,Gaming Series,4.0,No,104000
LTP02937,MSI,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 4050 6GB,16.0,FHD,2.7,Windows 11,Gaming Series,4.7,No,138000
LTP02938,Avita,Netbook,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.1,Linux,Netbook,9.5,No,16000
LTP02939,Samsung,Notebook,i5-1135G7,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,Windows 11,Notebook,7.6,No,71000
LTP02940,Lenovo,Netbook,i3-1115G4,4GB,256GB HDD,Integrated,13.3,FHD,1.2,Linux,Netbook,7.2,No,19000
LTP02941,Microsoft,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 3070 8GB,16.0,QHD,2.5,macOS,Gaming Series,3.5,No,144000
LTP02942,Realme,Notebook,i5-1135G7,8GB,1TB SSD,MX550 2GB,14.0,QHD,2.2,Windows 11,Notebook,8.8,No,66000
LTP02943,Infinix,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 3050 4GB,17.3,FHD,2.6,macOS,Gaming Series,3.1,Yes,83000
LTP02944,Infinix,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 3070 8GB,16.0,FHD,2.2,Windows 10,Gaming Series,5.0,No,98000
LTP02945,Avita,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,11.6,HD,1.2,Windows 10,Netbook,8.2,No,11000
LTP02946,ASUS,Ultrabook,Ryzen 5 5500U,8GB,512GB SSD,Integrated,13.3,FHD,1.5,Windows 11,Ultrabook,5.5,No,48000
LTP02947,HP,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,GTX 1650 4GB,16.0,QHD,2.2,Windows 10,Gaming Series,4.1,Yes,134000
LTP02948,Lenovo,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,11.6,HD,1.5,Windows 11,Netbook,7.3,No,20000
LTP02949,Infinix,Notebook,Ryzen 7 5700U,8GB,512GB SSD,Integrated,14.0,FHD,1.5,Windows 10,Notebook,6.6,No,43000
LTP02950,Realme,Ultrabook,i3-1115G4,16GB,1TB SSD,Integrated,14.0,FHD,1.2,Linux,Ultrabook,9.8,No,52000
LTP02951,Apple,Notebook,Apple M2,8GB,256GB SSD,Integrated,14.0,Retina,1.6,macOS,Notebook,12.3,No,106000
LTP02952,ASUS,Notebook,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,14.0,QHD,2.3,Windows 10,Notebook,5.1,Yes,94000
LTP02953,Infinix,Ultrabook,i7-1255U,8GB,1TB SSD,Integrated,14.0,FHD,1.5,Linux,Ultrabook,6.6,No,59000
LTP02954,Infinix,Ultrabook,Ryzen 9 5900HX,8GB,512GB SSD,Integrated,13.3,FHD,1.9,Windows 11,Ultrabook,5.8,No,49000
LTP02955,Lenovo,Ultrabook,i7-1255U,4GB,512GB SSD,MX550 2GB,13.3,FHD,2.0,macOS,Ultrabook,9.5,No,68000
LTP02956,Acer,Notebook,i5-1135G7,8GB,512GB SSD,MX550 2GB,14.0,HD,2.2,Linux,Notebook,9.2,No,60000
LTP02957,Acer,Gaming Series,i7-12700H,64GB,2TB SSD,RTX 3070 8GB,16.0,FHD,2.5,Linux,Gaming Series,4.1,Yes,219000
LTP02958,Apple,Ultrabook,Apple M2 Pro,8GB,256GB SSD,Integrated,14.0,Retina,1.7,macOS,Ultrabook,17.8,No,120000
LTP02959,ASUS,Notebook,i5-12500H,16GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 10,Notebook,5.5,No,74000
LTP02960,Realme,Netbook,i3-1115G4,4GB,256GB HDD,Integrated,11.6,FHD,1.5,Windows 10,Netbook,7.3,Yes,14000
LTP02961,Lenovo,Business Series,Ryzen 5 5600H,16GB,512GB SSD,GTX 1650 4GB,15.6,HD,1.8,Windows 10,Business Series,9.2,No,75000
LTP02962,HP,Notebook,i5-12500H,4GB,512GB SSD,Integrated,15.6,HD,2.1,Windows 11,Notebook,6.5,No,51000
LTP02963,Dell,Netbook,i3-1115G4,4GB,256GB SSD,MX550 2GB,11.6,HD,1.4,DOS,Netbook,9.3,No,31000
LTP02964,ASUS,Ultrabook,i7-1255U,8GB,512GB SSD,Integrated,14.0,FHD,1.2,Linux,Ultrabook,5.5,No,61000
LTP02965,Infinix,Notebook,Ryzen 9 5900HX,32GB,256GB SSD,MX550 2GB,15.6,FHD,1.5,Linux,Notebook,6.5,No,84000
LTP02966,Samsung,Netbook,i3-1215U,4GB,256GB HDD,MX550 2GB,13.3,HD,1.0,Windows 10,Netbook,8.9,No,34000
LTP02967,Realme,Gaming Series,Ryzen 7 5800H,16GB,512GB SSD,RTX 3050 4GB,16.0,4K,2.4,macOS,Gaming Series,5.1,No,96000
LTP02968,Infinix,Notebook,i9-12900H,32GB,512GB SSD,MX550 2GB,14.0,HD,1.7,Windows 10,Notebook,8.6,No,104000
LTP02969,Microsoft,Netbook,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.5,macOS,Netbook,7.9,No,23028
LTP02970,Realme,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 3070 8GB,16.0,QHD,2.4,Linux,Gaming Series,4.4,No,111000
LTP02971,Dell,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,RTX 3070 8GB,16.0,FHD,2.5,Windows 10,Gaming Series,3.1,No,111000
LTP02972,ASUS,Ultrabook,i5-1135G7,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.4,Windows 10,Ultrabook,9.2,No,55000
LTP02973,Realme,Notebook,Ryzen 3 3250U,16GB,1TB SSD,Integrated,15.6,FHD,2.3,macOS,Notebook,9.3,Yes,52000
LTP02974,Acer,Notebook,i7-1255U,16GB,512GB SSD,Integrated,15.6,FHD,1.7,macOS,Notebook,7.0,No,71000
LTP02975,Microsoft,Notebook,i9-12900H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Windows 10,Notebook,7.6,No,117000
LTP02976,Realme,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4050 6GB,16.0,FHD,2.1,macOS,Gaming Series,5.5,No,103000
LTP02977,Apple,Notebook,Apple M2,4GB,512GB SSD,Integrated,15.6,Retina,2.0,macOS,Notebook,13.9,No,110000
LTP02978,Avita,Gaming Series,i5-12500H,32GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.2,Windows 10,Gaming Series,5.0,No,148000
LTP02979,ASUS,Ultrabook,i3-1115G4,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.6,Linux,Ultrabook,8.4,No,79000
LTP02980,Dell,Notebook,Ryzen 9 5900HX,8GB,1TB SSD,Integrated,15.6,FHD,1.9,Windows 11,Notebook,9.2,No,70000
LTP02981,ASUS,Netbook,Ryzen 3 3250U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.2,DOS,Netbook,7.4,No,27000
LTP02982,ASUS,Notebook,Ryzen 9 5900HS,8GB,256GB SSD,Integrated,14.0,FHD,1.6,macOS,Notebook,8.7,No,66000
LTP02983,Microsoft,Ultrabook,Ryzen 7 5800H,4GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.8,macOS,Ultrabook,9.7,Yes,91000
LTP02984,Realme,Notebook,i5-1135G7,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,macOS,Notebook,9.4,No,69000
LTP02985,Acer,Notebook,i5-1235U,16GB,256GB SSD,MX550 2GB,15.6,HD,1.9,Windows 10,Notebook,8.2,No,60000
LTP02986,Microsoft,Business Series,i3-1215U,16GB,512GB SSD,GTX 1650 4GB,14.0,QHD,2.2,Linux,Business Series,7.3,No,111000
LTP02987,Microsoft,Notebook,i7-1255U,32GB,256GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,9.1,No,118000
LTP02988,Apple,Business Series,Apple M2 Pro,8GB,512GB SSD,Integrated,14.0,Retina,2.3,macOS,Business Series,13.6,No,148000
LTP02989,Samsung,Ultrabook,Ryzen 9 5900HS,8GB,1TB SSD,Integrated,14.0,FHD,1.2,Windows 11,Ultrabook,8.9,No,75000
LTP02990,Lenovo,Notebook,i5-11400H,8GB,256GB SSD,Integrated,15.6,HD,2.0,Windows 11,Notebook,7.3,No,52000
LTP02991,Lenovo,Netbook,Ryzen 3 3250U,8GB,256GB HDD,Integrated,11.6,FHD,1.2,macOS,Netbook,7.4,No,27000
LTP02992,Samsung,Ultrabook,i9-12900H,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.5,Linux,Ultrabook,6.1,No,93000
LTP02993,Avita,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 4050 6GB,15.6,QHD,2.5,Windows 11,Gaming Series,3.7,No,91000
LTP02994,Samsung,Netbook,i3-1215U,8GB,256GB HDD,Integrated,13.3,FHD,1.4,Windows 10,Netbook,9.3,No,38000
LTP02995,Lenovo,Notebook,i5-12500H,16GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,8.5,No,57000
LTP02996,Infinix,Ultrabook,i7-12700H,8GB,1TB SSD,Integrated,14.0,QHD,1.2,Windows 10,Ultrabook,8.1,No,74000
LTP02997,HP,Netbook,Ryzen 3 3250U,4GB,512GB HDD,Integrated,11.6,HD,1.4,DOS,Netbook,6.8,Yes,19000
LTP02998,ASUS,Notebook,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.7,macOS,Notebook,8.2,No,79000
LTP02999,Infinix,Gaming Series,Ryzen 9 5900HS,16GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.2,Windows 10,Gaming Series,3.5,No,89000
LTP03000,Dell,Netbook,i3-1215U,4GB,256GB SSD,Integrated,13.3,HD,1.2,Windows 10,Netbook,6.5,No,25000
LTP03001,Infinix,Notebook,i5-1235U,16GB,1TB SSD,Integrated,15.6,HD,2.2,Windows 10,Notebook,8.6,No,60000
LTP03002,Realme,Business Series,i7-1255U,16GB,1TB SSD,GTX 1650 4GB,14.0,QHD,1.8,macOS,Business Series,6.5,No,107000
LTP03003,ASUS,Notebook,i3-1215U,8GB,512GB SSD,Integrated,15.6,FHD,2.2,Linux,Notebook,8.5,No,49000
LTP03004,HP,Notebook,i5-1135G7,32GB,1TB SSD,Integrated,14.0,HD,1.7,Linux,Notebook,6.0,No,91000
