Brand,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
HP,i5-1135G7,16GB,1TB SSD,Integrated,14.0,FHD,2.0,Windows 10,Notebook,8.9,No,66000
Avita,i5-1135G7,16GB,256GB SSD,Integrated,14.0,FHD,1.9,macOS,Ultrabook,7.1,Yes,48000
Microsoft,i5-1135G7,16GB,512GB SSD,MX550 2GB,15.6,QHD,2.0,Linux,Business Series,8.8,No,118000
HP,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.1,DOS,Netbook,9.0,No,24000
Lenovo,i7-12700H,32GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.2,Linux,Gaming Series,4.7,No,147000
Apple,Apple M2 Pro,16GB,256GB SSD,Integrated,14.0,Retina,1.2,macOS,Ultrabook,16.3,No,140000
Avita,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.2,Windows 10,Business Series,7.9,No,66000
Dell,i9-12900H,8GB,1TB SSD,RTX 4060 8GB,16.0,QHD,2.8,Windows 10,Gaming Series,4.5,No,142000
Realme,i5-11400H,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.7,Linux,Notebook,8.2,Yes,54000
Samsung,Ryzen 3 3250U,4GB,512GB HDD,Integrated,13.3,HD,1.4,macOS,Netbook,6.5,No,25000
HP,Ryzen 7 5800H,32GB,2TB SSD,RTX 3060 6GB,15.6,FHD,2.3,Windows 11,Gaming Series,3.7,No,151000
ASUS,Ryzen 3 3250U,32GB,256GB SSD,Integrated,15.6,FHD,1.9,Linux,Notebook,6.8,No,86000
Acer,Ryzen 7 5700U,8GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 10,Notebook,8.1,No,56000
Samsung,i5-1235U,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.1,Linux,Notebook,5.5,No,83000
Samsung,Ryzen 9 5900HX,8GB,512GB SSD,MX550 2GB,13.3,FHD,1.1,macOS,Ultrabook,8.5,No,84000
HP,i5-1235U,16GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 10,Notebook,5.8,No,67000
MSI,Ryzen 9 5900HX,16GB,256GB SSD,Integrated,15.6,FHD,1.8,Linux,Notebook,7.0,No,95000
ASUS,i9-12900H,16GB,2TB SSD,GTX 1650 4GB,16.0,FHD,2.6,Windows 11,Gaming Series,4.5,No,147000
ASUS,Ryzen 9 5900HS,8GB,1TB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,5.2,No,70000
MSI,i5-12500H,16GB,1TB SSD,RTX 3070 8GB,15.6,FHD,2.6,macOS,Gaming Series,5.7,No,130000
ASUS,i3-1215U,4GB,1TB SSD,Integrated,15.6,FHD,1.5,Linux,Notebook,8.4,No,45000
Acer,i7-1255U,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,Windows 11,Notebook,7.1,No,80000
Acer,i3-1215U,8GB,256GB HDD,MX550 2GB,13.3,HD,0.9,Windows 11,Netbook,6.4,No,30000
Dell,i9-12900H,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.6,Windows 10,Ultrabook,7.9,No,97000
Infinix,i5-1235U,4GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,Linux,Notebook,7.4,No,37000
ASUS,i7-12700H,8GB,2TB SSD,RTX 3060 6GB,17.3,QHD,2.0,Windows 10,Gaming Series,3.9,Yes,120000
Acer,Ryzen 9 5900HX,64GB,2TB SSD,RTX 4050 6GB,15.6,FHD,2.3,macOS,Gaming Series,4.4,No,182000
ASUS,i7-1255U,16GB,1TB SSD,Integrated,13.3,FHD,1.1,macOS,Ultrabook,8.7,No,84000
Avita,i7-11800H,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.5,Linux,Notebook,9.9,No,72000
Acer,i5-11400H,4GB,256GB SSD,GTX 1650 4GB,13.3,HD,1.2,macOS,Ultrabook,8.6,No,54000
HP,i7-12700H,16GB,256GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,6.1,No,71000
Lenovo,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.0,Windows 11,Gaming Series,3.9,No,129000
HP,i7-12700H,8GB,256GB SSD,MX550 2GB,13.3,HD,1.7,Linux,Ultrabook,8.9,No,68000
Realme,i7-1255U,8GB,2TB SSD,Integrated,15.6,QHD,2.1,macOS,Business Series,8.2,No,91000
Microsoft,Ryzen 3 3250U,4GB,256GB SSD,Integrated,13.3,HD,1.5,Windows 11,Netbook,6.4,No,43981
Infinix,Ryzen 9 5900HS,8GB,1TB SSD,Integrated,14.0,FHD,1.9,Windows 11,Ultrabook,6.5,No,61000
Lenovo,i3-1215U,4GB,256GB SSD,Integrated,11.6,FHD,1.5,DOS,Netbook,6.8,No,21000
HP,Ryzen 3 3250U,8GB,512GB HDD,Integrated,11.6,HD,1.1,Linux,Netbook,8.1,No,28000
HP,Ryzen 7 5700U,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,Linux,Notebook,8.3,No,77000
MSI,Ryzen 9 5900HX,32GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,Windows 10,Notebook,8.3,No,132000
Lenovo,i7-1255U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.8,Windows 11,Notebook,8.9,No,91000
Dell,Ryzen 7 5700U,8GB,1TB SSD,Integrated,14.0,FHD,1.5,Windows 11,Notebook,5.1,No,65000
Apple,Apple M2 Pro,16GB,256GB SSD,Integrated,14.0,Retina,1.5,macOS,Ultrabook,15.4,No,135000
Lenovo,i5-12500H,16GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,8.5,No,57000
Microsoft,Ryzen 5 5600H,8GB,512GB SSD,Integrated,14.0,FHD,1.5,Windows 11,Notebook,9.7,No,81000
Infinix,Ryzen 7 5700U,8GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.4,Linux,Ultrabook,8.7,Yes,55000
Lenovo,i5-12500H,8GB,512GB SSD,Integrated,15.6,FHD,2.2,macOS,Notebook,8.1,No,54000
Microsoft,i5-11400H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,macOS,Notebook,7.5,No,88000
Microsoft,i5-11400H,8GB,256GB SSD,Integrated,14.0,QHD,1.0,Windows 10,Ultrabook,6.5,Yes,87000
Dell,i3-1115G4,8GB,512GB HDD,Integrated,11.6,FHD,1.4,Windows 11,Netbook,7.4,Yes,30000
Acer,i7-1255U,16GB,1TB SSD,GTX 1650 4GB,14.0,HD,1.6,Windows 10,Ultrabook,8.0,No,88000
Lenovo,i5-1235U,16GB,512GB SSD,Integrated,14.0,FHD,1.8,macOS,Ultrabook,8.3,Yes,71000
Dell,i5-11400H,16GB,512GB SSD,MX550 2GB,14.0,QHD,1.1,macOS,Ultrabook,5.5,No,78000
Apple,Apple M1,64GB,1TB SSD,Integrated,17.3,Retina,2.4,macOS,Gaming Series,16.1,No,196000
ASUS,i5-1135G7,16GB,512GB SSD,MX550 2GB,15.6,QHD,2.1,Linux,Notebook,7.8,No,85000
Apple,Apple M1 Pro,8GB,512GB SSD,Integrated,15.6,Retina,1.6,macOS,Notebook,13.1,No,114000
Lenovo,Ryzen 7 5800H,16GB,2TB SSD,GTX 1650 4GB,16.0,4K,2.6,Windows 10,Gaming Series,5.0,No,115000
Dell,Ryzen 9 5900HX,32GB,1TB SSD,RTX 4060 8GB,17.3,4K,2.1,Windows 11,Gaming Series,5.3,No,187000
Apple,Apple M2,16GB,512GB SSD,Integrated,17.3,Retina,2.8,macOS,Gaming Series,17.5,No,149000
Lenovo,Ryzen 7 5700U,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.4,Windows 11,Ultrabook,7.8,No,70000
Avita,i9-12900H,8GB,512GB SSD,Integrated,14.0,FHD,1.9,Windows 11,Ultrabook,5.3,No,65000
MSI,i9-12900H,8GB,1TB SSD,MX550 2GB,14.0,FHD,2.0,Windows 11,Notebook,9.7,No,107000
Lenovo,i9-12900H,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.3,Windows 11,Ultrabook,5.8,No,99000
Realme,i7-12700H,32GB,1TB SSD,RTX 3050 4GB,15.6,QHD,2.2,Windows 11,Gaming Series,4.8,No,137000
Realme,Ryzen 9 5900HX,16GB,1TB SSD,GTX 1650 4GB,14.0,QHD,1.6,Windows 10,Business Series,5.6,No,104000
Avita,Ryzen 7 5800H,16GB,1TB SSD,RTX 3050 4GB,16.0,FHD,2.7,macOS,Gaming Series,3.6,No,84000
Realme,i3-1215U,8GB,256GB HDD,Integrated,13.3,FHD,1.1,Linux,Netbook,8.2,No,21000
Acer,i7-1255U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,macOS,Ultrabook,9.9,No,88000
Realme,i3-1115G4,8GB,256GB HDD,MX550 2GB,13.3,HD,1.3,DOS,Netbook,8.3,No,25000
Samsung,Ryzen 7 5800H,32GB,1TB SSD,GTX 1650 4GB,17.3,QHD,2.6,Windows 11,Gaming Series,3.9,No,155000
Apple,Apple M1,8GB,1TB SSD,Integrated,14.0,Retina,1.9,macOS,Ultrabook,12.4,Yes,99000
Infinix,i7-11800H,4GB,512GB SSD,Integrated,14.0,FHD,2.2,Windows 11,Notebook,8.6,No,43000
ASUS,i3-1215U,4GB,512GB HDD,Integrated,11.6,HD,1.4,Linux,Netbook,9.4,No,23000
ASUS,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3060 6GB,15.6,FHD,2.8,macOS,Gaming Series,4.0,No,108000
Lenovo,Ryzen 9 5900HX,32GB,512GB SSD,Integrated,14.0,FHD,2.2,macOS,Notebook,5.8,No,110000
Dell,i3-1115G4,16GB,256GB SSD,Integrated,14.0,HD,1.8,Windows 10,Notebook,5.5,No,59000
Realme,i5-11400H,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.2,Linux,Notebook,9.5,No,73000
ASUS,i7-1255U,8GB,512GB SSD,Integrated,14.0,FHD,1.2,Linux,Ultrabook,5.5,No,61000
ASUS,Ryzen 7 5800H,32GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.5,Windows 10,Gaming Series,5.9,No,133000
Acer,i9-12900H,16GB,256GB SSD,MX550 2GB,15.6,HD,1.9,Linux,Notebook,6.6,No,95000
MSI,i7-12700H,16GB,2TB SSD,RTX 3070 8GB,16.0,FHD,2.5,Windows 10,Gaming Series,3.6,No,173000
Samsung,i7-12700H,32GB,1TB SSD,RTX 4060 8GB,16.0,FHD,2.5,Linux,Gaming Series,3.6,No,170000
ASUS,i7-12700H,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Notebook,7.3,No,89000
ASUS,i7-1255U,8GB,1TB SSD,Integrated,14.0,4K,1.9,Windows 11,Notebook,6.4,No,81000
MSI,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,14.0,QHD,1.8,macOS,Notebook,6.1,No,114000
Apple,Apple M2,16GB,256GB SSD,Integrated,14.0,Retina,1.6,macOS,Ultrabook,17.6,No,114000
Realme,i3-1215U,4GB,256GB SSD,Integrated,13.3,FHD,1.1,Windows 10,Ultrabook,9.7,No,27000
Lenovo,Ryzen 7 5800H,8GB,512GB SSD,MX550 2GB,15.6,QHD,1.8,Linux,Notebook,7.7,No,63000
Microsoft,i3-1115G4,4GB,512GB HDD,MX550 2GB,11.6,FHD,1.0,Windows 10,Netbook,10.0,No,48000
Acer,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.3,DOS,Netbook,8.1,No,25000
MSI,i3-1115G4,4GB,256GB HDD,Integrated,11.6,HD,1.2,Windows 10,Netbook,7.6,No,46000
Lenovo,i5-12500H,16GB,512GB SSD,Integrated,15.6,FHD,1.5,macOS,Notebook,7.2,No,64000
Apple,Apple M2,8GB,2TB SSD,Integrated,16.0,Retina,2.2,macOS,Gaming Series,14.4,No,152000
ASUS,i7-11800H,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Linux,Notebook,9.8,No,76000
Acer,Ryzen 7 5800H,8GB,1TB SSD,Integrated,15.6,FHD,2.1,Linux,Notebook,5.6,No,54000
Dell,i3-1215U,8GB,256GB HDD,Integrated,13.3,HD,1.5,macOS,Netbook,8.1,No,28000
Infinix,i5-12500H,32GB,512GB SSD,RTX 3050 4GB,15.6,QHD,2.6,Windows 11,Gaming Series,4.0,No,122000
Samsung,Ryzen 9 5900HX,8GB,512GB SSD,RTX 3060 6GB,17.3,QHD,2.7,Windows 11,Gaming Series,4.5,No,128000
MSI,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,HD,1.2,Windows 11,Netbook,9.1,Yes,20106
Realme,i3-1215U,8GB,512GB SSD,MX550 2GB,14.0,HD,1.8,Windows 10,Notebook,5.4,No,39000
Avita,i3-1215U,4GB,256GB HDD,Integrated,11.6,HD,1.3,Linux,Netbook,9.4,No,9000
Samsung,i5-12500H,32GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.5,macOS,Gaming Series,4.6,No,157000
Dell,i9-12900H,8GB,2TB SSD,Integrated,14.0,FHD,1.5,macOS,Business Series,7.7,No,115000
Acer,Ryzen 3 3250U,16GB,512GB SSD,MX550 2GB,14.0,HD,2.1,Windows 11,Notebook,9.9,No,61000
MSI,Ryzen 9 5900HS,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.7,Linux,Notebook,6.4,No,91000
Realme,i5-12500H,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.7,Windows 10,Ultrabook,5.6,No,64000
Samsung,i5-1235U,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.1,Windows 10,Notebook,7.1,No,93000
Microsoft,i3-1115G4,4GB,512GB HDD,Integrated,13.3,HD,1.3,Windows 11,Netbook,8.4,No,44000
Lenovo,i7-11800H,4GB,1TB SSD,Integrated,15.6,QHD,1.8,Linux,Notebook,6.9,No,76000
Acer,Ryzen 3 3250U,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.9,macOS,Ultrabook,5.6,No,56000
MSI,i7-11800H,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Notebook,6.6,No,101000
Infinix,i3-1115G4,4GB,1TB SSD,MX550 2GB,15.6,HD,2.3,Windows 10,Notebook,7.5,No,37000
Infinix,Ryzen 7 5800H,16GB,2TB SSD,RTX 3070 8GB,15.6,FHD,2.6,Windows 11,Gaming Series,5.4,No,103000
Apple,Apple M1 Pro,32GB,1TB SSD,Integrated,15.6,Retina,2.4,macOS,Gaming Series,16.7,Yes,162000
Microsoft,i9-12900H,8GB,512GB SSD,Integrated,14.0,HD,2.0,Windows 11,Notebook,7.7,No,115000
Avita,Ryzen 7 5800H,32GB,1TB SSD,RTX 4050 6GB,16.0,FHD,2.5,macOS,Gaming Series,5.2,No,123000
Infinix,i7-12700H,32GB,256GB SSD,Integrated,14.0,HD,1.8,macOS,Ultrabook,7.6,No,91000
MSI,i3-1215U,8GB,512GB HDD,Integrated,13.3,FHD,0.9,DOS,Netbook,6.7,No,45000
Samsung,Ryzen 9 5900HS,8GB,256GB SSD,Integrated,15.6,FHD,1.6,macOS,Notebook,9.4,Yes,71000
Realme,i5-11400H,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,macOS,Notebook,6.2,No,61000
Apple,Apple M1 Pro,32GB,512GB SSD,Integrated,17.3,Retina,2.7,macOS,Gaming Series,14.1,No,160000
Microsoft,i3-1215U,16GB,512GB SSD,Integrated,14.0,FHD,1.2,Linux,Ultrabook,9.0,No,89000
Samsung,Ryzen 7 5700U,4GB,512GB SSD,Integrated,15.6,FHD,1.9,Linux,Notebook,6.2,No,52000
Apple,Apple M2 Pro,16GB,1TB SSD,Integrated,15.6,Retina,1.9,macOS,Notebook,14.6,Yes,152000
HP,i5-1135G7,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Windows 11,Notebook,8.0,No,72000
Apple,Apple M2,16GB,512GB SSD,Integrated,13.3,Retina,1.4,macOS,Ultrabook,12.8,No,112000
Samsung,i9-12900H,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.4,Windows 10,Ultrabook,9.8,No,102000
HP,i3-1115G4,4GB,256GB SSD,Integrated,11.6,HD,1.0,Windows 11,Netbook,8.5,No,24000
Realme,i5-12500H,16GB,1TB SSD,RTX 3060 6GB,17.3,QHD,2.3,Windows 10,Gaming Series,6.0,No,106000
Samsung,i7-12700H,16GB,256GB SSD,Integrated,14.0,HD,1.7,Windows 11,Ultrabook,7.1,No,78000
Apple,Apple M1,8GB,1TB SSD,Integrated,15.6,Retina,1.8,macOS,Notebook,13.5,No,95000
Microsoft,Ryzen 3 3250U,8GB,512GB HDD,MX550 2GB,11.6,HD,1.0,Linux,Netbook,7.2,No,20023
Infinix,i3-1215U,4GB,512GB HDD,Integrated,13.3,HD,1.4,Windows 11,Netbook,9.7,No,9000
Avita,i7-1255U,16GB,1TB SSD,Integrated,14.0,FHD,1.5,Windows 11,Ultrabook,7.0,No,78000
HP,Ryzen 7 5800H,16GB,1TB SSD,Integrated,15.6,FHD,1.7,Windows 10,Notebook,5.4,No,78000
Samsung,Ryzen 7 5800H,32GB,1TB SSD,RTX 3070 8GB,16.0,FHD,2.3,macOS,Gaming Series,4.7,No,146000
Microsoft,i3-1115G4,8GB,256GB HDD,Integrated,13.3,HD,1.3,Windows 10,Netbook,6.7,No,31704
Lenovo,i3-1215U,8GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Notebook,8.7,No,45000
Avita,i3-1115G4,8GB,256GB SSD,Integrated,13.3,FHD,1.1,Linux,Ultrabook,5.4,No,26000
Realme,Ryzen 7 5700U,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,1.8,Linux,Business Series,9.6,No,104000
Infinix,i7-1255U,4GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 11,Notebook,6.1,No,42000
MSI,Ryzen 7 5700U,16GB,1TB SSD,MX550 2GB,15.6,QHD,1.5,macOS,Notebook,8.8,No,110000
Dell,i3-1115G4,4GB,512GB HDD,Integrated,13.3,FHD,1.5,Windows 10,Netbook,7.1,Yes,25000
Lenovo,i3-1215U,16GB,256GB SSD,MX550 2GB,15.6,FHD,1.5,Linux,Notebook,5.4,No,51000
Acer,Ryzen 9 5900HX,16GB,1TB SSD,RTX 3070 8GB,17.3,QHD,2.2,Windows 11,Gaming Series,4.4,No,131000
HP,i3-1215U,8GB,512GB SSD,MX550 2GB,14.0,HD,1.4,macOS,Ultrabook,9.7,No,52000
HP,i3-1115G4,16GB,1TB SSD,Integrated,14.0,FHD,2.2,Windows 11,Business Series,9.7,No,74000
Realme,Ryzen 5 5600H,8GB,512GB SSD,MX550 2GB,13.3,HD,1.6,Windows 11,Ultrabook,6.6,No,45000
Acer,i7-1255U,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.5,Linux,Ultrabook,7.6,Yes,81000
Avita,i9-12900H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,macOS,Notebook,6.5,No,72000
MSI,Ryzen 7 5800H,4GB,512GB SSD,MX550 2GB,13.3,QHD,1.5,Windows 10,Ultrabook,8.8,No,82000
Infinix,i7-11800H,8GB,512GB SSD,Integrated,15.6,FHD,1.7,Windows 10,Notebook,5.8,No,55000
Apple,Apple M1,8GB,256GB SSD,Integrated,14.0,Retina,1.7,macOS,Notebook,17.2,No,89000
ASUS,i5-1135G7,16GB,2TB SSD,GTX 1650 4GB,14.0,4K,1.7,Windows 10,Business Series,5.5,No,132000
MSI,Ryzen 3 3250U,4GB,256GB SSD,Integrated,11.6,FHD,1.4,Windows 11,Netbook,7.1,No,48000
Samsung,i7-1255U,8GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.2,Windows 10,Ultrabook,6.7,No,81000
Samsung,i7-12700H,32GB,2TB SSD,Integrated,14.0,HD,1.7,macOS,Business Series,9.5,No,137000
Samsung,Ryzen 9 5900HX,16GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.3,Linux,Gaming Series,4.7,No,125000
Acer,Ryzen 9 5900HX,64GB,1TB SSD,RTX 3060 6GB,17.3,4K,2.3,Windows 10,Gaming Series,4.8,No,200000
Apple,Apple M1,16GB,1TB SSD,Integrated,14.0,Retina,1.2,macOS,Ultrabook,12.0,No,113000
Avita,i5-1135G7,8GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.1,Linux,Ultrabook,7.9,No,56000
Acer,i7-11800H,8GB,1TB SSD,Integrated,15.6,FHD,1.7,Windows 11,Notebook,9.4,No,66000
HP,i5-1235U,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.3,Linux,Notebook,9.7,No,60000
Lenovo,Ryzen 5 5500U,8GB,1TB SSD,Integrated,15.6,FHD,1.5,macOS,Notebook,7.8,No,50000
Microsoft,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3070 8GB,15.6,FHD,2.7,macOS,Gaming Series,3.6,No,157000
Avita,Ryzen 9 5900HS,8GB,2TB SSD,RTX 4050 6GB,17.3,FHD,2.6,Windows 10,Gaming Series,4.6,No,116000
Infinix,Ryzen 9 5900HS,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.4,Windows 10,Gaming Series,3.8,No,115000
Samsung,i5-11400H,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.5,macOS,Ultrabook,8.6,No,78000
Realme,Ryzen 9 5900HS,16GB,512GB SSD,Integrated,14.0,HD,1.4,Linux,Ultrabook,8.0,No,69000
Infinix,i5-11400H,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.9,Linux,Ultrabook,6.1,Yes,52000
Samsung,i5-11400H,16GB,256GB SSD,Integrated,14.0,FHD,1.1,Linux,Ultrabook,5.8,No,66000
Realme,Ryzen 7 5800H,16GB,1TB SSD,Integrated,13.3,FHD,1.6,macOS,Ultrabook,9.5,No,60000
MSI,i3-1215U,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,macOS,Notebook,5.4,No,86000
MSI,Ryzen 7 5700U,8GB,512GB SSD,MX550 2GB,13.3,FHD,2.0,macOS,Ultrabook,9.8,No,75000
Samsung,i7-1255U,4GB,256GB SSD,Integrated,14.0,FHD,1.6,Windows 11,Ultrabook,9.1,No,59000
Realme,i7-11800H,16GB,2TB SSD,MX550 2GB,15.6,HD,1.9,Linux,Business Series,6.6,Yes,88000
Samsung,i5-12500H,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.8,Windows 10,Notebook,6.8,No,62000
ASUS,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,15.6,4K,2.0,macOS,Notebook,8.5,No,78000
Acer,i7-11800H,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.7,Windows 10,Ultrabook,7.9,No,80000
Realme,i5-1235U,4GB,512GB SSD,Integrated,15.6,HD,1.7,Linux,Notebook,5.6,No,41000
Lenovo,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.0,Windows 10,Netbook,8.6,No,27000
HP,i7-1255U,16GB,256GB SSD,Integrated,13.3,FHD,1.4,Windows 11,Ultrabook,9.9,No,72000
Microsoft,i9-12900H,16GB,2TB SSD,RTX 4060 8GB,15.6,FHD,2.2,Windows 11,Gaming Series,3.5,No,195000
Apple,Apple M2,8GB,2TB SSD,Integrated,15.6,Retina,1.8,macOS,Business Series,14.0,No,130000
Avita,i5-1135G7,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.3,Windows 11,Ultrabook,9.9,No,77000
HP,Ryzen 3 3250U,8GB,256GB HDD,MX550 2GB,11.6,HD,1.4,macOS,Netbook,8.5,No,31000
MSI,Ryzen 7 5800H,16GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.5,Windows 11,Gaming Series,3.4,No,124000
Microsoft,Ryzen 7 5700U,16GB,1TB SSD,Integrated,14.0,FHD,1.1,Windows 10,Ultrabook,9.7,No,93000
Samsung,i3-1115G4,16GB,512GB SSD,Integrated,15.6,FHD,2.3,Linux,Notebook,7.8,No,63000
Realme,Ryzen 9 5900HS,16GB,1TB SSD,Integrated,15.6,FHD,1.7,Windows 10,Business Series,7.5,No,79000
Samsung,Ryzen 9 5900HS,64GB,1TB SSD,RTX 3060 6GB,17.3,FHD,2.4,macOS,Gaming Series,3.5,No,186000
HP,i5-1235U,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Linux,Notebook,6.6,Yes,63000
Samsung,Ryzen 7 5800H,32GB,1TB SSD,RTX 3050 4GB,17.3,QHD,2.7,Windows 11,Gaming Series,5.2,No,155000
Samsung,Ryzen 9 5900HX,8GB,512GB SSD,MX550 2GB,15.6,FHD,2.0,Linux,Notebook,5.1,No,72000
ASUS,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,13.3,FHD,1.0,Windows 10,Netbook,6.0,No,29000
Avita,i5-1135G7,16GB,512GB SSD,Integrated,14.0,FHD,1.6,macOS,Notebook,8.1,No,61000
Realme,i7-12700H,4GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,macOS,Ultrabook,6.8,No,62000
HP,i5-11400H,8GB,256GB SSD,MX550 2GB,15.6,QHD,1.9,Windows 10,Notebook,7.4,No,62000
Acer,Ryzen 3 3250U,4GB,512GB SSD,MX550 2GB,15.6,FHD,2.1,Windows 11,Notebook,8.5,No,41000
MSI,Ryzen 5 5500U,4GB,1TB SSD,Integrated,13.3,FHD,1.2,Windows 11,Ultrabook,5.9,No,69000
ASUS,i5-1235U,16GB,256GB SSD,Integrated,14.0,QHD,1.8,macOS,Ultrabook,9.7,Yes,80000
Lenovo,Ryzen 7 5800H,32GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.2,Windows 10,Gaming Series,5.5,No,124000
MSI,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,13.3,4K,1.2,Windows 10,Ultrabook,8.4,No,89000
ASUS,Ryzen 7 5800H,8GB,256GB SSD,Integrated,14.0,QHD,1.7,macOS,Notebook,6.5,No,65000
Acer,i3-1115G4,8GB,256GB HDD,MX550 2GB,13.3,HD,1.3,Linux,Netbook,9.3,No,32000
Apple,Apple M2,16GB,1TB SSD,Integrated,14.0,Retina,1.7,macOS,Ultrabook,14.1,No,126000
Lenovo,i5-1135G7,16GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,7.1,No,69000
ASUS,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.2,Linux,Ultrabook,8.6,Yes,45000
Lenovo,Ryzen 7 5800H,32GB,512GB SSD,Integrated,13.3,FHD,1.7,macOS,Ultrabook,7.0,Yes,93000
Apple,Apple M2,32GB,1TB SSD,Integrated,15.6,Retina,1.7,macOS,Notebook,15.3,No,159000
HP,i3-1215U,8GB,512GB HDD,MX550 2GB,11.6,FHD,1.1,macOS,Netbook,8.2,No,33000
Avita,i5-12500H,16GB,2TB SSD,RTX 3060 6GB,15.6,FHD,2.2,macOS,Gaming Series,5.4,No,104000
Realme,i5-12500H,8GB,1TB SSD,RTX 3050 4GB,15.6,QHD,2.4,macOS,Gaming Series,5.4,No,91000
Microsoft,i5-12500H,64GB,512GB SSD,RTX 3070 8GB,17.3,FHD,2.5,macOS,Gaming Series,4.0,No,218000
MSI,i3-1215U,4GB,512GB HDD,MX550 2GB,11.6,FHD,1.4,Linux,Netbook,9.8,No,43309
MSI,i5-1135G7,32GB,2TB SSD,Integrated,14.0,FHD,2.2,macOS,Business Series,7.5,Yes,140000
Infinix,Ryzen 9 5900HX,16GB,1TB SSD,RTX 4050 6GB,16.0,FHD,2.1,Linux,Gaming Series,3.2,No,111000
Lenovo,i9-12900H,16GB,1TB SSD,Integrated,15.6,FHD,2.1,Windows 11,Business Series,7.8,No,105000
